,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
907,2605,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,130.0,Average,Somewhat safe,Somewhat satsified
908,1829,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified
910,1138,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied
911,2987,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral
912,2602,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,180.0,Average,Neutral,Somewhat unsatisfied
913,1784,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Somewhat safe,Very satisfied
914,2103,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,124.0,Somewhat clean,Very safe,Very satisfied
915,2872,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,77.0,Somewhat clean,Very safe,Somewhat satsified
916,2013,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Neutral
917,2841,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
918,1883,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satsified
919,1013,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified
920,500,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,118.0,Clean,Somewhat safe,Somewhat satsified
923,2790,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,205.0,Somewhat clean,Very safe,Neutral
924,2106,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,289.0,Somewhat clean,Very safe,Somewhat satsified
926,3275,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,85.0000000000002,Average,Neutral,Somewhat satsified
927,727,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Neutral,Somewhat satsified
928,3237,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,110.0,Somewhat clean,Neutral,Somewhat satsified
929,837,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,    Hub,Gates 50-59,2018-12-31,90.00000000000021,Clean,Very safe,Very satisfied
930,2756,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
931,408,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,475.0,Clean,Very safe,Very satisfied
932,2060,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,177.0,Clean,Very safe,Somewhat satsified
933,413,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,2018-12-31,115.0,Somewhat clean,Very unsafe,Very satisfied
934,1944,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified
935,2979,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satsified
936,2539,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,75.0,Somewhat clean,Somewhat safe,Somewhat satsified
937,3011,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified
939,1738,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220.0,Average,Neutral,Neutral
940,2726,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,270.0,Clean,Very safe,Somewhat satsified
941,1375,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied
942,1610,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Somewhat satsified
944,2955,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satsified
945,1803,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satsified
946,1231,Thursday,ANA ALL NIPPON,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,200.0,Average,Somewhat safe,Somewhat satsified
947,2256,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,2018-12-31,193.0,Clean,Very safe,Somewhat satsified
948,2310,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,100.0,Clean,Somewhat safe,Very satisfied
949,2701,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Very satisfied
950,429,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,160.0,Average,Somewhat safe,Neutral
951,734,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified
952,1173,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,125.0,Clean,Very safe,Very satisfied
953,324,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Very safe,Neutral
954,2381,Wednesday,UNITED INTL,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,195.0,Clean,Very safe,Very satisfied
955,1527,Wednesday,ALASKA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified
956,273,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,130.0,Clean,Very safe,Somewhat satsified
957,1239,Thursday,UNITED INTL,TOKYO-NARITA,Asia,    Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
958,825,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
959,807,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified
960,1361,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
961,2681,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satsified
962,1584,Wednesday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125.0,Clean,Very safe,Somewhat satsified
963,712,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
964,234,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified
965,3150,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,90.0,Clean,Somewhat safe,Very satisfied
966,2777,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,110.0,Clean,Very safe,Very satisfied
967,2451,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,600.0,Somewhat clean,Very safe,Somewhat satsified
968,1756,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified
970,2150,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,183.0,Somewhat clean,Somewhat safe,Somewhat satsified
971,1197,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub     ,Gates 20-39,2018-12-31,105.0,Average,Very safe,Somewhat satsified
972,2347,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,125.0,Average,Very safe,Somewhat satsified
973,440,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,213.0,Somewhat clean,Very safe,Very satisfied
974,1439,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-01-01,419.0,Somewhat clean,Somewhat safe,Somewhat satsified
975,730,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215.0,Clean,Neutral,Very satisfied
976,2747,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Very safe,Neutral
977,1304,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,126.0,Somewhat clean,Very safe,Neutral
978,2249,Saturday,UNITED,BAKERSFIELD,West US,Small     ,Gates 70-90,2018-12-31,148.0,Clean,Somewhat safe,Somewhat satsified
979,700,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Very safe,Neutral
980,2161,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Somewhat safe,Neutral
981,3073,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,335.0,Somewhat clean,Neutral,Somewhat satsified
982,3224,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Very satisfied
984,2749,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180.0,Somewhat clean,Very safe,Neutral
985,2063,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,117.0,Somewhat clean,Somewhat safe,Somewhat satsified
986,2618,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Clean,Very safe,Very satisfied
987,1859,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Somewhat satsified
988,2465,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,101.0,Clean,Very safe,Somewhat satsified
989,3267,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,271.0,Clean,Neutral,Somewhat satsified
990,2972,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Neutral,Very satisfied
991,1899,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified
992,2039,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,900.0,Average,Somewhat safe,Neutral
993,1153,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,79.9999999999999,Clean,Very safe,Somewhat satsified
994,1134,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,120.0,Somewhat clean,Very safe,Neutral
995,198,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified
996,1296,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,170.0,Somewhat clean,Neutral,Somewhat satsified
997,2680,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,142.0,Somewhat clean,Somewhat safe,Somewhat satsified
998,2650,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,122.0,Somewhat clean,Very safe,Somewhat satsified
999,1534,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,95.0,Average,Very safe,Somewhat satsified
1000,1575,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150.0,Clean,Somewhat safe,Neutral
1001,2424,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified
1002,1071,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,355.0,Average,Very safe,Neutral
1003,2798,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,110.0,Somewhat clean,Very safe,Somewhat satsified
1004,2193,Wednesday,AER LINGUS,DUBLIN,eur,Large     ,Gates 91-102,2018-12-31,190.0,Clean,Very safe,Very satisfied
1005,328,Thursday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,400.0,Somewhat clean,Very safe,Somewhat satsified
1006,2967,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified
1007,1521,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,195.0,Clean,Very safe,Very satisfied
1009,2813,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,130.0,Clean,Very safe,Somewhat satsified
1010,3130,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Average,Very safe,Very satisfied
1011,1764,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,    Hub,Gates 50-59,2018-12-31,130.0,Somewhat clean,Very safe,Neutral
1012,227,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified
1013,1825,Monday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,140.0,Clean,Very safe,Very satisfied
1014,1483,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Very satisfied
1016,2853,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,217.0,Clean,Neutral,Very satisfied
1017,1782,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
1018,1951,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,175.0,Clean,Very safe,Neutral
1019,329,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,225.0,Clean,Very safe,Very satisfied
1020,1633,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
1021,927,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Neutral
1022,258,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified
1023,2022,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
1025,3263,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,286.0,Somewhat clean,Neutral,Neutral
1026,627,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Somewhat satsified
1027,619,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Somewhat satsified
1028,2961,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,110.0,Average,Somewhat safe,Neutral
1029,2529,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,100.0,Clean,Very safe,Very satisfied
1030,2202,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,225.0,Clean,Somewhat safe,Somewhat satsified
1031,2854,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,157.0,Somewhat clean,Very safe,Somewhat satsified
1032,2265,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,450.0,Somewhat clean,Somewhat safe,Somewhat satsified
1033,2359,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
1035,1625,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,445.0,Clean,Very safe,Very satisfied
1036,1854,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,95.0000000000001,Clean,Somewhat safe,Somewhat satsified
1037,982,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,340.0,Average,Very safe,Neutral
1040,1620,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied
1041,1419,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,120.0,Average,Somewhat safe,Somewhat satsified
1042,900,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,280.0,Somewhat clean,Very safe,Very satisfied
1043,2159,Saturday,CHINA EASTERN,QINGDAO,Asia,Large,Gates 1-12,2018-12-31,160.0,Clean,Very safe,Very satisfied
1044,2649,Tuesday,SOUTHWEST,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,79.9999999999999,Somewhat clean,Somewhat safe,Neutral
1045,2784,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,150.0,Clean,Very safe,Very satisfied
1046,693,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,95.0000000000001,Somewhat clean,Neutral,Neutral
1047,782,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,90.0,Clean,Very safe,Very satisfied
1048,677,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Somewhat safe,Somewhat satsified
1051,771,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,75.0,Somewhat clean,Very safe,Neutral
1052,342,Friday,LUFTHANSA,FRANKFURT,eur,Hub     ,Gates 91-102,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied
1053,3180,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,    Hub,Gates 50-59,2018-12-31,90.0,Clean,Somewhat safe,Somewhat satsified
1054,2659,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,79.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
1055,2698,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,285.0,Somewhat clean,Very unsafe,Very satisfied
1056,454,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified
1057,1530,Wednesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,131.0,Average,Very safe,Somewhat satsified
1058,3071,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215.0,Somewhat clean,Somewhat safe,Neutral
1059,2996,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,138.0,Clean,Very safe,Somewhat satsified
1060,563,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Very safe,Very satisfied
1061,2296,Wednesday,WOW,REYKJAVIK,eur,Small     ,Gates 91-102,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified
1062,2467,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,131.0,Clean,Very safe,Very satisfied
1063,2789,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,110.0,Clean,Very safe,Very satisfied
1064,2641,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Clean,Very safe,Somewhat satsified
1065,345,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,2018-12-31,156.0,Clean,Very safe,Very satisfied
1066,1246,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,225.0,Average,Somewhat safe,Neutral
1067,1416,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,2018-12-31,92.0,Somewhat clean,Neutral,Neutral
1068,1100,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,105.0,Clean,Very safe,Very satisfied
1069,1881,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Very satisfied
1070,2458,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,510.0,Clean,Very safe,Very satisfied
1071,3131,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,84.9999999999999,Clean,Very safe,Very satisfied
1072,2713,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Average,Somewhat safe,Somewhat satsified
1073,2844,Tuesday,UNITED,SEATTLE,West US,Hub     ,Gates 70-90,2018-12-31,157.0,Clean,Very safe,Somewhat satsified
1074,1299,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Somewhat satsified
1075,2000,Wednesday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,90.0,Clean,Very safe,Very satisfied
1076,245,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,400.0,Clean,Very safe,Neutral
1078,1920,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
1079,1282,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium,Gates 1-12,2018-12-31,195.0,Average,Somewhat safe,Somewhat satsified
1080,297,Thursday,UNITED,SAN DIEGO,West US,Medium     ,Gates 70-90,2018-12-31,82.0,Clean,Very safe,Very satisfied
1081,1486,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,134.0,Somewhat clean,Somewhat safe,Neutral
1082,2454,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,124.0,Clean,Very safe,Very satisfied
1083,2430,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
1084,2309,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,69.9999999999999,Clean,Neutral,Somewhat satsified
1085,2849,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,157.0,Somewhat clean,Somewhat safe,Somewhat satsified
1086,2875,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,190.0,Clean,Very safe,Somewhat satsified
1087,649,Friday,UNITED INTL,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,355.0,Somewhat dirty,Somewhat safe,Neutral
1088,2617,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,145.0,Clean,Very safe,Somewhat satsified
1089,1145,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,180.0,Somewhat clean,Very safe,Neutral
1090,1972,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
1092,1958,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,275.0,Somewhat clean,Somewhat safe,Somewhat satsified
1093,3245,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Average,Somewhat safe,Somewhat satsified
1094,548,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Somewhat safe,Somewhat satsified
1096,3147,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,14.9999999999999,Somewhat clean,Very safe,Somewhat satsified
1099,717,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
1100,1844,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,315.0,Somewhat clean,Somewhat safe,Somewhat satsified
1101,3129,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
1102,1839,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,25.0000000000001,Somewhat clean,Very safe,Somewhat satsified
1103,3173,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Very satisfied
1104,2863,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,157.0,Somewhat clean,Very safe,Somewhat satsified
1105,1611,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Average,Very safe,Somewhat satsified
1106,786,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,70.0000000000001,Somewhat clean,Somewhat safe,Somewhat satsified
1107,1953,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,225.0,Clean,Somewhat safe,Very satisfied
1108,1421,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,97.0,Clean,Somewhat safe,Somewhat satsified
1109,1567,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified
1110,446,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,125.0,Somewhat clean,Very unsafe,Somewhat satsified
1111,1407,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,142.0,Clean,Very safe,Somewhat satsified
1112,3277,Wednesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satsified
1113,1780,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
1114,1431,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,74.0,Clean,Very safe,Very satisfied
